# Assembly name:  freshwater MAG --- I-3_bin-033
# Organism name:  uncultured Verrucomicrobium sp. (verrucomicrobia)
# Isolate:  I-3_bin-033
# Taxid:          114704
# BioSample:      SAMEA6945196
# BioProject:     PRJEB38681
# Submitter:      BILS
# Date:           2020-07-17
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    CAIZXV01
# Assembly method: megahit
# Genome coverage: 1x
# Sequencing technology: Illumina NovaSeq 6000
# Excluded from RefSeq: derived from metagenome; fragmented assembly
# GenBank assembly accession: GCA_903937045.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_903937044.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig550	unplaced-scaffold	na	na	CAIZXV010000550.1	<>	na	Primary Assembly	2277	na
contig551	unplaced-scaffold	na	na	CAIZXV010000551.1	<>	na	Primary Assembly	3185	na
contig552	unplaced-scaffold	na	na	CAIZXV010000552.1	<>	na	Primary Assembly	4573	na
contig553	unplaced-scaffold	na	na	CAIZXV010000553.1	<>	na	Primary Assembly	2301	na
contig554	unplaced-scaffold	na	na	CAIZXV010000554.1	<>	na	Primary Assembly	1607	na
contig555	unplaced-scaffold	na	na	CAIZXV010000555.1	<>	na	Primary Assembly	1737	na
contig556	unplaced-scaffold	na	na	CAIZXV010000556.1	<>	na	Primary Assembly	1892	na
contig557	unplaced-scaffold	na	na	CAIZXV010000557.1	<>	na	Primary Assembly	4733	na
contig558	unplaced-scaffold	na	na	CAIZXV010000558.1	<>	na	Primary Assembly	1763	na
contig559	unplaced-scaffold	na	na	CAIZXV010000559.1	<>	na	Primary Assembly	2793	na
contig560	unplaced-scaffold	na	na	CAIZXV010000560.1	<>	na	Primary Assembly	2122	na
contig561	unplaced-scaffold	na	na	CAIZXV010000561.1	<>	na	Primary Assembly	1520	na
contig562	unplaced-scaffold	na	na	CAIZXV010000562.1	<>	na	Primary Assembly	1797	na
contig563	unplaced-scaffold	na	na	CAIZXV010000563.1	<>	na	Primary Assembly	1944	na
contig564	unplaced-scaffold	na	na	CAIZXV010000564.1	<>	na	Primary Assembly	3167	na
contig565	unplaced-scaffold	na	na	CAIZXV010000565.1	<>	na	Primary Assembly	1549	na
contig566	unplaced-scaffold	na	na	CAIZXV010000566.1	<>	na	Primary Assembly	2103	na
contig567	unplaced-scaffold	na	na	CAIZXV010000567.1	<>	na	Primary Assembly	2206	na
contig568	unplaced-scaffold	na	na	CAIZXV010000568.1	<>	na	Primary Assembly	2212	na
contig569	unplaced-scaffold	na	na	CAIZXV010000569.1	<>	na	Primary Assembly	1510	na
contig570	unplaced-scaffold	na	na	CAIZXV010000570.1	<>	na	Primary Assembly	2163	na
contig571	unplaced-scaffold	na	na	CAIZXV010000571.1	<>	na	Primary Assembly	1525	na
contig572	unplaced-scaffold	na	na	CAIZXV010000572.1	<>	na	Primary Assembly	1866	na
contig573	unplaced-scaffold	na	na	CAIZXV010000573.1	<>	na	Primary Assembly	1954	na
contig574	unplaced-scaffold	na	na	CAIZXV010000574.1	<>	na	Primary Assembly	3974	na
contig575	unplaced-scaffold	na	na	CAIZXV010000575.1	<>	na	Primary Assembly	4254	na
contig576	unplaced-scaffold	na	na	CAIZXV010000576.1	<>	na	Primary Assembly	2094	na
contig577	unplaced-scaffold	na	na	CAIZXV010000577.1	<>	na	Primary Assembly	4051	na
contig578	unplaced-scaffold	na	na	CAIZXV010000578.1	<>	na	Primary Assembly	2653	na
contig579	unplaced-scaffold	na	na	CAIZXV010000579.1	<>	na	Primary Assembly	2076	na
contig580	unplaced-scaffold	na	na	CAIZXV010000580.1	<>	na	Primary Assembly	2305	na
contig581	unplaced-scaffold	na	na	CAIZXV010000581.1	<>	na	Primary Assembly	1530	na
contig582	unplaced-scaffold	na	na	CAIZXV010000582.1	<>	na	Primary Assembly	1991	na
contig583	unplaced-scaffold	na	na	CAIZXV010000583.1	<>	na	Primary Assembly	1973	na
contig584	unplaced-scaffold	na	na	CAIZXV010000584.1	<>	na	Primary Assembly	2304	na
contig585	unplaced-scaffold	na	na	CAIZXV010000585.1	<>	na	Primary Assembly	1828	na
contig586	unplaced-scaffold	na	na	CAIZXV010000586.1	<>	na	Primary Assembly	5265	na
contig587	unplaced-scaffold	na	na	CAIZXV010000587.1	<>	na	Primary Assembly	1554	na
contig588	unplaced-scaffold	na	na	CAIZXV010000588.1	<>	na	Primary Assembly	1846	na
contig589	unplaced-scaffold	na	na	CAIZXV010000589.1	<>	na	Primary Assembly	2443	na
contig590	unplaced-scaffold	na	na	CAIZXV010000590.1	<>	na	Primary Assembly	1776	na
contig591	unplaced-scaffold	na	na	CAIZXV010000591.1	<>	na	Primary Assembly	3759	na
contig592	unplaced-scaffold	na	na	CAIZXV010000592.1	<>	na	Primary Assembly	1800	na
contig593	unplaced-scaffold	na	na	CAIZXV010000593.1	<>	na	Primary Assembly	2229	na
contig594	unplaced-scaffold	na	na	CAIZXV010000594.1	<>	na	Primary Assembly	4531	na
contig595	unplaced-scaffold	na	na	CAIZXV010000595.1	<>	na	Primary Assembly	1819	na
contig596	unplaced-scaffold	na	na	CAIZXV010000596.1	<>	na	Primary Assembly	6230	na
contig597	unplaced-scaffold	na	na	CAIZXV010000597.1	<>	na	Primary Assembly	2115	na
contig598	unplaced-scaffold	na	na	CAIZXV010000598.1	<>	na	Primary Assembly	8145	na
contig599	unplaced-scaffold	na	na	CAIZXV010000599.1	<>	na	Primary Assembly	1651	na
contig600	unplaced-scaffold	na	na	CAIZXV010000600.1	<>	na	Primary Assembly	4451	na
contig601	unplaced-scaffold	na	na	CAIZXV010000601.1	<>	na	Primary Assembly	3121	na
contig602	unplaced-scaffold	na	na	CAIZXV010000602.1	<>	na	Primary Assembly	2633	na
contig603	unplaced-scaffold	na	na	CAIZXV010000603.1	<>	na	Primary Assembly	1807	na
contig604	unplaced-scaffold	na	na	CAIZXV010000604.1	<>	na	Primary Assembly	2295	na
contig605	unplaced-scaffold	na	na	CAIZXV010000605.1	<>	na	Primary Assembly	3351	na
contig606	unplaced-scaffold	na	na	CAIZXV010000606.1	<>	na	Primary Assembly	4207	na
contig607	unplaced-scaffold	na	na	CAIZXV010000607.1	<>	na	Primary Assembly	1643	na
contig608	unplaced-scaffold	na	na	CAIZXV010000608.1	<>	na	Primary Assembly	2638	na
contig609	unplaced-scaffold	na	na	CAIZXV010000609.1	<>	na	Primary Assembly	2061	na
contig610	unplaced-scaffold	na	na	CAIZXV010000610.1	<>	na	Primary Assembly	1711	na
contig611	unplaced-scaffold	na	na	CAIZXV010000611.1	<>	na	Primary Assembly	2978	na
contig612	unplaced-scaffold	na	na	CAIZXV010000612.1	<>	na	Primary Assembly	1531	na
contig613	unplaced-scaffold	na	na	CAIZXV010000613.1	<>	na	Primary Assembly	2707	na
contig614	unplaced-scaffold	na	na	CAIZXV010000614.1	<>	na	Primary Assembly	4325	na
contig615	unplaced-scaffold	na	na	CAIZXV010000615.1	<>	na	Primary Assembly	3422	na
contig616	unplaced-scaffold	na	na	CAIZXV010000616.1	<>	na	Primary Assembly	5312	na
contig617	unplaced-scaffold	na	na	CAIZXV010000617.1	<>	na	Primary Assembly	2066	na
contig618	unplaced-scaffold	na	na	CAIZXV010000618.1	<>	na	Primary Assembly	1523	na
contig619	unplaced-scaffold	na	na	CAIZXV010000619.1	<>	na	Primary Assembly	4129	na
contig620	unplaced-scaffold	na	na	CAIZXV010000620.1	<>	na	Primary Assembly	1854	na
contig621	unplaced-scaffold	na	na	CAIZXV010000621.1	<>	na	Primary Assembly	2297	na
contig622	unplaced-scaffold	na	na	CAIZXV010000622.1	<>	na	Primary Assembly	2699	na
contig623	unplaced-scaffold	na	na	CAIZXV010000623.1	<>	na	Primary Assembly	1537	na
contig624	unplaced-scaffold	na	na	CAIZXV010000624.1	<>	na	Primary Assembly	3834	na
contig625	unplaced-scaffold	na	na	CAIZXV010000625.1	<>	na	Primary Assembly	2104	na
contig626	unplaced-scaffold	na	na	CAIZXV010000626.1	<>	na	Primary Assembly	2420	na
contig627	unplaced-scaffold	na	na	CAIZXV010000627.1	<>	na	Primary Assembly	5090	na
contig628	unplaced-scaffold	na	na	CAIZXV010000628.1	<>	na	Primary Assembly	2395	na
contig629	unplaced-scaffold	na	na	CAIZXV010000629.1	<>	na	Primary Assembly	1684	na
contig630	unplaced-scaffold	na	na	CAIZXV010000630.1	<>	na	Primary Assembly	3016	na
contig631	unplaced-scaffold	na	na	CAIZXV010000631.1	<>	na	Primary Assembly	2129	na
contig632	unplaced-scaffold	na	na	CAIZXV010000632.1	<>	na	Primary Assembly	4449	na
contig633	unplaced-scaffold	na	na	CAIZXV010000633.1	<>	na	Primary Assembly	4756	na
contig634	unplaced-scaffold	na	na	CAIZXV010000634.1	<>	na	Primary Assembly	4362	na
contig635	unplaced-scaffold	na	na	CAIZXV010000635.1	<>	na	Primary Assembly	1640	na
contig636	unplaced-scaffold	na	na	CAIZXV010000636.1	<>	na	Primary Assembly	2877	na
contig637	unplaced-scaffold	na	na	CAIZXV010000637.1	<>	na	Primary Assembly	2032	na
contig638	unplaced-scaffold	na	na	CAIZXV010000638.1	<>	na	Primary Assembly	1924	na
contig639	unplaced-scaffold	na	na	CAIZXV010000639.1	<>	na	Primary Assembly	3004	na
contig640	unplaced-scaffold	na	na	CAIZXV010000640.1	<>	na	Primary Assembly	2945	na
contig641	unplaced-scaffold	na	na	CAIZXV010000641.1	<>	na	Primary Assembly	6147	na
contig642	unplaced-scaffold	na	na	CAIZXV010000642.1	<>	na	Primary Assembly	5391	na
contig643	unplaced-scaffold	na	na	CAIZXV010000643.1	<>	na	Primary Assembly	2340	na
contig644	unplaced-scaffold	na	na	CAIZXV010000644.1	<>	na	Primary Assembly	1542	na
contig645	unplaced-scaffold	na	na	CAIZXV010000645.1	<>	na	Primary Assembly	2081	na
contig646	unplaced-scaffold	na	na	CAIZXV010000646.1	<>	na	Primary Assembly	2659	na
contig647	unplaced-scaffold	na	na	CAIZXV010000647.1	<>	na	Primary Assembly	1835	na
contig648	unplaced-scaffold	na	na	CAIZXV010000648.1	<>	na	Primary Assembly	6367	na
contig649	unplaced-scaffold	na	na	CAIZXV010000649.1	<>	na	Primary Assembly	3754	na
contig650	unplaced-scaffold	na	na	CAIZXV010000650.1	<>	na	Primary Assembly	5310	na
contig651	unplaced-scaffold	na	na	CAIZXV010000651.1	<>	na	Primary Assembly	1779	na
contig652	unplaced-scaffold	na	na	CAIZXV010000652.1	<>	na	Primary Assembly	2100	na
contig653	unplaced-scaffold	na	na	CAIZXV010000653.1	<>	na	Primary Assembly	1521	na
contig654	unplaced-scaffold	na	na	CAIZXV010000654.1	<>	na	Primary Assembly	2353	na
contig655	unplaced-scaffold	na	na	CAIZXV010000655.1	<>	na	Primary Assembly	2150	na
contig656	unplaced-scaffold	na	na	CAIZXV010000656.1	<>	na	Primary Assembly	1584	na
contig657	unplaced-scaffold	na	na	CAIZXV010000657.1	<>	na	Primary Assembly	2200	na
contig658	unplaced-scaffold	na	na	CAIZXV010000658.1	<>	na	Primary Assembly	2233	na
contig659	unplaced-scaffold	na	na	CAIZXV010000659.1	<>	na	Primary Assembly	2735	na
contig660	unplaced-scaffold	na	na	CAIZXV010000660.1	<>	na	Primary Assembly	1821	na
contig661	unplaced-scaffold	na	na	CAIZXV010000661.1	<>	na	Primary Assembly	3318	na
contig662	unplaced-scaffold	na	na	CAIZXV010000662.1	<>	na	Primary Assembly	2854	na
contig663	unplaced-scaffold	na	na	CAIZXV010000663.1	<>	na	Primary Assembly	4843	na
contig664	unplaced-scaffold	na	na	CAIZXV010000664.1	<>	na	Primary Assembly	1587	na
contig665	unplaced-scaffold	na	na	CAIZXV010000665.1	<>	na	Primary Assembly	2211	na
contig666	unplaced-scaffold	na	na	CAIZXV010000666.1	<>	na	Primary Assembly	1584	na
contig667	unplaced-scaffold	na	na	CAIZXV010000667.1	<>	na	Primary Assembly	1591	na
contig668	unplaced-scaffold	na	na	CAIZXV010000668.1	<>	na	Primary Assembly	3798	na
contig669	unplaced-scaffold	na	na	CAIZXV010000669.1	<>	na	Primary Assembly	2230	na
contig670	unplaced-scaffold	na	na	CAIZXV010000670.1	<>	na	Primary Assembly	1511	na
contig671	unplaced-scaffold	na	na	CAIZXV010000671.1	<>	na	Primary Assembly	1538	na
contig672	unplaced-scaffold	na	na	CAIZXV010000672.1	<>	na	Primary Assembly	1544	na
contig673	unplaced-scaffold	na	na	CAIZXV010000673.1	<>	na	Primary Assembly	2136	na
contig674	unplaced-scaffold	na	na	CAIZXV010000674.1	<>	na	Primary Assembly	1818	na
contig675	unplaced-scaffold	na	na	CAIZXV010000675.1	<>	na	Primary Assembly	3981	na
contig676	unplaced-scaffold	na	na	CAIZXV010000676.1	<>	na	Primary Assembly	3022	na
contig677	unplaced-scaffold	na	na	CAIZXV010000677.1	<>	na	Primary Assembly	1529	na
contig678	unplaced-scaffold	na	na	CAIZXV010000678.1	<>	na	Primary Assembly	3043	na
contig679	unplaced-scaffold	na	na	CAIZXV010000679.1	<>	na	Primary Assembly	2072	na
contig680	unplaced-scaffold	na	na	CAIZXV010000680.1	<>	na	Primary Assembly	3871	na
contig681	unplaced-scaffold	na	na	CAIZXV010000681.1	<>	na	Primary Assembly	2461	na
contig682	unplaced-scaffold	na	na	CAIZXV010000682.1	<>	na	Primary Assembly	2055	na
contig683	unplaced-scaffold	na	na	CAIZXV010000683.1	<>	na	Primary Assembly	2007	na
contig684	unplaced-scaffold	na	na	CAIZXV010000684.1	<>	na	Primary Assembly	2265	na
contig685	unplaced-scaffold	na	na	CAIZXV010000685.1	<>	na	Primary Assembly	3882	na
contig686	unplaced-scaffold	na	na	CAIZXV010000686.1	<>	na	Primary Assembly	1713	na
contig687	unplaced-scaffold	na	na	CAIZXV010000687.1	<>	na	Primary Assembly	2276	na
contig688	unplaced-scaffold	na	na	CAIZXV010000688.1	<>	na	Primary Assembly	2947	na
contig689	unplaced-scaffold	na	na	CAIZXV010000689.1	<>	na	Primary Assembly	5803	na
contig690	unplaced-scaffold	na	na	CAIZXV010000690.1	<>	na	Primary Assembly	1950	na
contig691	unplaced-scaffold	na	na	CAIZXV010000691.1	<>	na	Primary Assembly	3624	na
contig692	unplaced-scaffold	na	na	CAIZXV010000692.1	<>	na	Primary Assembly	1931	na
contig693	unplaced-scaffold	na	na	CAIZXV010000693.1	<>	na	Primary Assembly	2403	na
contig694	unplaced-scaffold	na	na	CAIZXV010000694.1	<>	na	Primary Assembly	3489	na
contig695	unplaced-scaffold	na	na	CAIZXV010000695.1	<>	na	Primary Assembly	2910	na
contig696	unplaced-scaffold	na	na	CAIZXV010000696.1	<>	na	Primary Assembly	2536	na
contig697	unplaced-scaffold	na	na	CAIZXV010000697.1	<>	na	Primary Assembly	2310	na
contig698	unplaced-scaffold	na	na	CAIZXV010000698.1	<>	na	Primary Assembly	1901	na
contig699	unplaced-scaffold	na	na	CAIZXV010000699.1	<>	na	Primary Assembly	1782	na
contig700	unplaced-scaffold	na	na	CAIZXV010000700.1	<>	na	Primary Assembly	1561	na
contig701	unplaced-scaffold	na	na	CAIZXV010000701.1	<>	na	Primary Assembly	3379	na
contig702	unplaced-scaffold	na	na	CAIZXV010000702.1	<>	na	Primary Assembly	1903	na
contig703	unplaced-scaffold	na	na	CAIZXV010000703.1	<>	na	Primary Assembly	1663	na
contig704	unplaced-scaffold	na	na	CAIZXV010000704.1	<>	na	Primary Assembly	1529	na
contig705	unplaced-scaffold	na	na	CAIZXV010000705.1	<>	na	Primary Assembly	1503	na
contig706	unplaced-scaffold	na	na	CAIZXV010000706.1	<>	na	Primary Assembly	2375	na
contig707	unplaced-scaffold	na	na	CAIZXV010000707.1	<>	na	Primary Assembly	2455	na
